id,phrase,translation
603,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
604,無關係，慢慢講。,沒關係，慢慢說。
605,攏好攏好，毋免驚。,都好都好，不用怕。
606,今仔日心情真好。,今天心情很好。
607,下雨天攏無人出門。,下雨天大家都不出門。
608,我感覺真親切。,我覺得很親切。
609,那馬幾點矣？,現在幾點了？
610,這馬欲開始矣。,現在要開始了。
611,我感覺真親切。,我覺得很親切。
612,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
613,咱來食甜點好無？,我們來吃點甜點好嗎？
614,攏總攏是你啦！,全都是你的錯啦！
615,看情形再講啦。,看情況再說啦。
616,你食飽未？,你吃飽了嗎？
617,我陪你走一段。,我陪你走一段路。
618,下雨天攏無人出門。,下雨天大家都不出門。
619,真久無見了。,好久不見了。
620,攏好攏好，毋免驚。,都好都好，不用怕。
621,食飽就好眠啦。,吃飽就好睡啦。
622,這是好機會。,這是一個好機會。
623,我攏有聽清楚啦。,我都有聽清楚啦。
624,這陣子攏做啥？,最近都在做什麼？
625,你攏好無？,你一切都還好嗎？
626,我欲先轉去了。,我要先回去了。
627,你講得真有影。,你講得真的有道理。
628,這件代誌無簡單。,這件事不簡單。
629,免驚，有我佇咧。,別怕，有我在。
630,我欲先轉去了。,我要先回去了。
631,這是我的心意。,這是我的一點心意。
632,我攏聽有啦。,我都有聽懂啦。
633,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
634,那馬幾點矣？,現在幾點了？
635,伊攏照顧咱全家。,他照顧我們全家。
636,你有閒來坐一下。,你有空來坐坐。
637,講話攏真有禮貌。,講話都很有禮貌。
638,看情形再講啦。,看情況再說啦。
639,彼件衫真合你穿。,那件衣服很適合你穿。
640,我攏有聽清楚啦。,我都有聽清楚啦。
641,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
642,有代誌就直直講。,有事就直說吧。
643,講慢一點，我會曉。,說慢一點，我會懂。
644,這攤攏算我的。,這頓我來付錢。
645,你好啊，最近好無？,你好啊，最近還好嗎？
646,我欲去市場買菜。,我要去市場買菜。
647,下雨天攏無人出門。,下雨天大家都不出門。
648,今仔日有空無？,你今天有空嗎？
649,這件代誌無簡單。,這件事不簡單。
650,今仔日天氣真好。,今天天氣真好。
651,你食飽未？,你吃飽了嗎？
652,你講得真有影。,你講得真的有道理。
653,毋免客氣啦。,不用客氣啦。
654,這杯咖啡真香。,這杯咖啡真香。
655,咱來佇這裡坐一下。,我們在這邊坐一下吧。
656,你講慢一點好無？,你可以講慢一點嗎？
657,有啥需要攏會曉。,有什麼需要我都知道。
658,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
659,伊看起來真熟似。,他看起來很面熟。
660,我感覺真親切。,我覺得很親切。
661,你好啊，最近好無？,你好啊，最近還好嗎？
662,今仔日心情真好。,今天心情很好。
663,歡迎你來阮厝。,歡迎你來我家。
664,毋免客氣啦。,不用客氣啦。
665,你攏好無？,你一切都還好嗎？
666,你家住佇哪位？,你家住哪裡？
667,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
668,你講的是對的。,你說的是對的。
669,你講得真有影。,你講得真的有道理。
670,彼件衫真合你穿。,那件衣服很適合你穿。
671,你是對咧講啥？,你是在說什麼？
672,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
673,你講慢一點好無？,你可以講慢一點嗎？
674,這陣子攏做啥？,最近都在做什麼？
675,你食飽未？,你吃飽了嗎？
676,看情形再講啦。,看情況再說啦。
677,有咩代誌攏好講。,有什麼事都可以說。
678,下擺再約出來食飯。,下次再約出來吃飯。
679,恁細漢真乖喔。,你小孩真乖喔。
680,咱欲去行街無？,我們要去逛街嗎？
681,你感覺如何？,你感覺怎麼樣？
682,下次我請你。,下次我請你吃飯。
683,下雨天攏無人出門。,下雨天大家都不出門。
684,你佇做咩代誌？,你在忙什麼？
685,毋通做彼款代誌。,不要做那種事。
686,伊講話真有趣。,他說話真有趣。
687,你是對咧講啥？,你是在說什麼？
688,有啥需要攏會曉。,有什麼需要我都知道。
689,那馬幾點矣？,現在幾點了？
690,攏總攏是你啦！,全都是你的錯啦！
691,你咧想咩代誌？,你在想什麼事情？
692,請你再講一遍。,請你再說一遍。
693,伊看起來真熟似。,他看起來很面熟。
694,你是欲去佗位？,你要去哪裡？
695,無關係，慢慢講。,沒關係，慢慢說。
696,無關係，慢慢講。,沒關係，慢慢說。
697,我嘛攏有準備好矣。,我也都準備好了。
698,你有看著彼齣戲無？,你有看那齣戲嗎？
699,你有閒來坐一下。,你有空來坐坐。
700,攏總攏是你啦！,全都是你的錯啦！
701,免驚，有我佇咧。,別怕，有我在。
702,咱欲去行街無？,我們要去逛街嗎？
703,下擺再約出來食飯。,下次再約出來吃飯。
704,你欲食啥菜色？,你想吃什麼菜？
705,你講慢一點好無？,你可以講慢一點嗎？
706,我陪你去醫院。,我陪你去醫院。
707,歡迎你來阮厝。,歡迎你來我家。
708,下次我請你。,下次我請你吃飯。
709,這攤我請就好。,這頓我請客就好。
710,我感覺真親切。,我覺得很親切。
711,來，咱來切磋一下。,來，我們來交流一下。
712,無關係，慢慢講。,沒關係，慢慢說。
713,攏是天註定的。,都是命中註定的。
714,這馬是欲按怎？,現在該怎麼辦？
715,來，咱來切磋一下。,來，我們來交流一下。
716,這馬是欲按怎？,現在該怎麼辦？
717,這攤我請就好。,這頓我請客就好。
718,這攤我請就好。,這頓我請客就好。
719,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
720,真歡喜見到你。,很高興見到你。
721,你欲食啥菜色？,你想吃什麼菜？
722,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
723,看情形再講啦。,看情況再說啦。
724,攏是天註定的。,都是命中註定的。
725,下雨天攏無人出門。,下雨天大家都不出門。
726,做事要有耐心。,做事要有耐心。
727,你感覺如何？,你感覺怎麼樣？
728,你人真好。,你人真的很好。
729,我陪你去醫院。,我陪你去醫院。
730,今仔日天氣真好。,今天天氣真好。
731,下雨天攏無人出門。,下雨天大家都不出門。
732,伊攏照顧咱全家。,他照顧我們全家。
733,有啥需要攏會曉。,有什麼需要我都知道。
734,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
735,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
736,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
737,我欲先轉去了。,我要先回去了。
738,這馬是欲按怎？,現在該怎麼辦？
739,有啥需要攏會曉。,有什麼需要我都知道。
740,講話攏真有禮貌。,講話都很有禮貌。
741,伊講話真有趣。,他說話真有趣。
742,下次我請你。,下次我請你吃飯。
743,咱來討論一下。,我們來討論一下。
744,那馬幾點矣？,現在幾點了？
745,這是好機會。,這是一個好機會。
746,恁家內攏好無？,你家裡都好嗎？
747,來，恁嘛坐啦。,來，你也坐吧。
748,咱欲去行街無？,我們要去逛街嗎？
749,恁家內攏好無？,你家裡都好嗎？
750,我攏聽有啦。,我都有聽懂啦。
751,這攤我請就好。,這頓我請客就好。
752,彼件衫真合你穿。,那件衣服很適合你穿。
753,真感謝你幫忙。,真的很謝謝你幫忙。
754,阮是老朋友矣。,我們是老朋友了。
755,來，恁嘛坐啦。,來，你也坐吧。
756,你食飽未？,你吃飽了嗎？
757,食飽就好眠啦。,吃飽就好睡啦。
758,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
759,講慢一點，我會曉。,說慢一點，我會懂。
760,你欲佮我作伴去無？,你要跟我一起去嗎？
761,講話攏真有禮貌。,講話都很有禮貌。
762,這件代誌交予我。,這件事交給我。
763,我嘛有相款的經驗。,我也有類似的經驗。
764,講話攏真有禮貌。,講話都很有禮貌。
765,這馬欲開始矣。,現在要開始了。
766,我幫你問問看。,我幫你問看看。
767,來，咱來切磋一下。,來，我們來交流一下。
768,這件代誌無簡單。,這件事不簡單。
769,這件代誌交予我。,這件事交給我。
770,我會再考慮看看。,我會再想一想。
771,彼件衫真合你穿。,那件衣服很適合你穿。
772,你家住佇哪位？,你家住哪裡？
773,看情形再講啦。,看情況再說啦。
774,今仔日心情真好。,今天心情很好。
775,我攏照顧好矣。,我都照顧好了。
776,看情形再講啦。,看情況再說啦。
777,毋通做彼款代誌。,不要做那種事。
778,講慢一點，我會曉。,說慢一點，我會懂。
779,你有看著彼齣戲無？,你有看那齣戲嗎？
780,這是我的心意。,這是我的一點心意。
781,你有閒來坐一下。,你有空來坐坐。
782,免傷心，會過去。,別難過，會過去的。
783,我陪你走一段。,我陪你走一段路。
784,彼條路真難行。,那條路真的不好走。
785,你有看著彼齣戲無？,你有看那齣戲嗎？
786,那馬幾點矣？,現在幾點了？
787,恁老母身體好無？,你媽媽身體還好嗎？
788,下次我請你。,下次我請你吃飯。
789,請你再講一遍。,請你再說一遍。
790,你欲佮我作伴去無？,你要跟我一起去嗎？
791,真歡喜見到你。,很高興見到你。
792,下雨天攏無人出門。,下雨天大家都不出門。
793,我欲先轉去了。,我要先回去了。
794,這陣子攏做啥？,最近都在做什麼？
795,咱來佇這裡坐一下。,我們在這邊坐一下吧。
796,伊攏照顧咱全家。,他照顧我們全家。
797,毋免客氣啦。,不用客氣啦。
798,攏好攏好，毋免驚。,都好都好，不用怕。
799,這攤我請就好。,這頓我請客就好。
800,下次我請你。,下次我請你吃飯。
801,攏是天註定的。,都是命中註定的。
802,伊講話真有趣。,他說話真有趣。
803,這馬欲開始矣。,現在要開始了。
804,講話攏真有禮貌。,講話都很有禮貌。
805,你佇做咩代誌？,你在忙什麼？
806,這是好機會。,這是一個好機會。
807,講話攏真有禮貌。,講話都很有禮貌。
808,這是啥物意思？,這是什麼意思？
809,伊看起來真熟似。,他看起來很面熟。
810,你家住佇哪位？,你家住哪裡？
811,我感覺真親切。,我覺得很親切。
812,我陪你走一段。,我陪你走一段路。
813,我嘛有同款想法。,我也有一樣的想法。
814,恁老母身體好無？,你媽媽身體還好嗎？
815,毋通緊張啦。,不要緊張啦。
816,你有看著彼齣戲無？,你有看那齣戲嗎？
817,我幫你問問看。,我幫你問看看。
818,這是我的心意。,這是我的一點心意。
819,恁細漢真乖喔。,你小孩真乖喔。
820,彼條路真難行。,那條路真的不好走。
821,做事要有耐心。,做事要有耐心。
822,我陪你去醫院。,我陪你去醫院。
823,彼件衫真合你穿。,那件衣服很適合你穿。
824,今仔日天氣真好。,今天天氣真好。
825,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
826,你欲食啥菜色？,你想吃什麼菜？
827,彼件事已經過矣。,那件事已經過去了。
828,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
829,彼件事已經過矣。,那件事已經過去了。
830,恁家內攏好無？,你家裡都好嗎？
831,你食飽未？,你吃飽了嗎？
832,攏總攏是你啦！,全都是你的錯啦！
833,你有看著彼齣戲無？,你有看那齣戲嗎？
834,免傷心，會過去。,別難過，會過去的。
835,這件代誌無簡單。,這件事不簡單。
836,我嘛有同款想法。,我也有一樣的想法。
837,這是我的心意。,這是我的一點心意。
838,咱來加油一下。,我們來加油一下吧。
839,講慢一點，我會曉。,說慢一點，我會懂。
840,你欲佮我作伴去無？,你要跟我一起去嗎？
841,我感覺真親切。,我覺得很親切。
842,毋通緊張啦。,不要緊張啦。
843,真久無見了。,好久不見了。
844,伊講話真有道理。,他講話真有道理。
845,無關係，慢慢講。,沒關係，慢慢說。
846,我攏有聽清楚啦。,我都有聽清楚啦。
847,食飽就好眠啦。,吃飽就好睡啦。
848,我陪你走一段。,我陪你走一段路。
849,我陪你去醫院。,我陪你去醫院。
850,彼條路真難行。,那條路真的不好走。
851,這件代誌無簡單。,這件事不簡單。
852,下次我請你。,下次我請你吃飯。
853,伊攏照顧咱全家。,他照顧我們全家。
854,免驚，有我佇咧。,別怕，有我在。
855,你欲食啥菜色？,你想吃什麼菜？
856,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
857,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
858,你有看著彼齣戲無？,你有看那齣戲嗎？
859,來，咱來切磋一下。,來，我們來交流一下。
