id,phrase,translation
609,真久無見了。,好久不見了。
610,攏是天註定的。,都是命中註定的。
611,你講的是對的。,你說的是對的。
612,今仔日心情真好。,今天心情很好。
613,慢慢來，無關係。,慢慢來，沒關係。
614,真歡喜見到你。,很高興見到你。
615,咱明仔載再聯絡。,我們明天再聯絡吧。
616,免傷心，會過去。,別難過，會過去的。
617,你咧想咩代誌？,你在想什麼事情？
618,今仔日心情真好。,今天心情很好。
619,這是你愛的物件無？,這是你喜歡的東西嗎？
620,你有閒來坐一下。,你有空來坐坐。
621,伊講話真有趣。,他說話真有趣。
622,今仔日天氣真好。,今天天氣真好。
623,這是啥物意思？,這是什麼意思？
624,講話攏真有禮貌。,講話都很有禮貌。
625,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
626,伊攏照顧咱全家。,他照顧我們全家。
627,免驚，有我佇咧。,別怕，有我在。
628,有咩代誌攏好講。,有什麼事都可以說。
629,咱來食甜點好無？,我們來吃點甜點好嗎？
630,有咩代誌攏好講。,有什麼事都可以說。
631,我嘛有相款的經驗。,我也有類似的經驗。
632,你是對咧講啥？,你是在說什麼？
633,你佇做咩代誌？,你在忙什麼？
634,有代誌就直直講。,有事就直說吧。
635,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
636,下次我請你。,下次我請你吃飯。
637,下雨天攏無人出門。,下雨天大家都不出門。
638,恁家內攏好無？,你家裡都好嗎？
639,下擺再約出來食飯。,下次再約出來吃飯。
640,無關係，慢慢講。,沒關係，慢慢說。
641,毋通做彼款代誌。,不要做那種事。
642,我攏有聽清楚啦。,我都有聽清楚啦。
643,看情形再講啦。,看情況再說啦。
644,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
645,看情形再講啦。,看情況再說啦。
646,來，咱來切磋一下。,來，我們來交流一下。
647,免驚，有我佇咧。,別怕，有我在。
648,下次我請你。,下次我請你吃飯。
649,講慢一點，我會曉。,說慢一點，我會懂。
650,有啥需要攏會曉。,有什麼需要我都知道。
651,你講得真有影。,你講得真的有道理。
652,你咧想咩代誌？,你在想什麼事情？
653,做事要有耐心。,做事要有耐心。
654,真感謝你幫忙。,真的很謝謝你幫忙。
655,下擺再約出來食飯。,下次再約出來吃飯。
656,真久無見了。,好久不見了。
657,來，恁嘛坐啦。,來，你也坐吧。
658,今仔日有空無？,你今天有空嗎？
659,我攏聽有啦。,我都有聽懂啦。
660,我攏聽有啦。,我都有聽懂啦。
661,攏好攏好，毋免驚。,都好都好，不用怕。
662,真久無見了。,好久不見了。
663,這件代誌交予我。,這件事交給我。
664,恁家內攏好無？,你家裡都好嗎？
665,我嘛有相款的經驗。,我也有類似的經驗。
666,伊攏照顧咱全家。,他照顧我們全家。
667,真歡喜見到你。,很高興見到你。
668,我欲去市場買菜。,我要去市場買菜。
669,我會再考慮看看。,我會再想一想。
670,我嘛有同款想法。,我也有一樣的想法。
671,伊講話真有趣。,他說話真有趣。
672,伊講話真有趣。,他說話真有趣。
673,真感謝你幫忙。,真的很謝謝你幫忙。
674,真久無見了。,好久不見了。
675,彼件事已經過矣。,那件事已經過去了。
676,你欲食啥菜色？,你想吃什麼菜？
677,你咧想咩代誌？,你在想什麼事情？
678,我欲先轉去了。,我要先回去了。
679,攏好攏好，毋免驚。,都好都好，不用怕。
680,我攏照顧好矣。,我都照顧好了。
681,無關係，慢慢講。,沒關係，慢慢說。
682,講慢一點，我會曉。,說慢一點，我會懂。
683,我嘛有同款想法。,我也有一樣的想法。
684,這是好機會。,這是一個好機會。
685,有代誌就直直講。,有事就直說吧。
686,這陣子攏做啥？,最近都在做什麼？
687,咱來討論一下。,我們來討論一下。
688,毋通緊張啦。,不要緊張啦。
689,這杯咖啡真香。,這杯咖啡真香。
690,你講的是對的。,你說的是對的。
691,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
692,伊講話真有趣。,他說話真有趣。
693,有代誌就直直講。,有事就直說吧。
694,你好啊，最近好無？,你好啊，最近還好嗎？
695,慢慢來，無關係。,慢慢來，沒關係。
696,真歡喜見到你。,很高興見到你。
697,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
698,我幫你問問看。,我幫你問看看。
699,咱來加油一下。,我們來加油一下吧。
700,有咩代誌攏好講。,有什麼事都可以說。
701,你欲佮我作伴去無？,你要跟我一起去嗎？
702,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
703,下次我請你。,下次我請你吃飯。
704,你有咧做啥代誌？,你在做什麼事？
705,你好啊，最近好無？,你好啊，最近還好嗎？
706,這件代誌交予我。,這件事交給我。
707,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
708,真感謝你幫忙。,真的很謝謝你幫忙。
709,這杯咖啡真香。,這杯咖啡真香。
710,我攏有聽清楚啦。,我都有聽清楚啦。
711,那馬幾點矣？,現在幾點了？
712,我幫你問問看。,我幫你問看看。
713,那馬幾點矣？,現在幾點了？
714,你食飽未？,你吃飽了嗎？
715,咱來食甜點好無？,我們來吃點甜點好嗎？
716,來，恁嘛坐啦。,來，你也坐吧。
717,免傷心，會過去。,別難過，會過去的。
718,你欲食啥菜色？,你想吃什麼菜？
719,請你再講一遍。,請你再說一遍。
720,咱來食甜點好無？,我們來吃點甜點好嗎？
721,這馬是欲按怎？,現在該怎麼辦？
722,慢慢來，無關係。,慢慢來，沒關係。
723,這馬是欲按怎？,現在該怎麼辦？
724,咱明仔載再聯絡。,我們明天再聯絡吧。
725,今仔日有空無？,你今天有空嗎？
726,來，恁嘛坐啦。,來，你也坐吧。
727,講慢一點，我會曉。,說慢一點，我會懂。
728,我欲先轉去了。,我要先回去了。
729,你佇做咩代誌？,你在忙什麼？
730,你欲佮我作伴去無？,你要跟我一起去嗎？
731,我嘛攏有準備好矣。,我也都準備好了。
732,我欲去市場買菜。,我要去市場買菜。
733,好久無見，想你了。,好久沒見到你，想你了。
734,我欲去市場買菜。,我要去市場買菜。
735,有咩代誌攏好講。,有什麼事都可以說。
736,我攏聽有啦。,我都有聽懂啦。
737,這攤我請就好。,這頓我請客就好。
738,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
739,看情形再講啦。,看情況再說啦。
740,這是啥物意思？,這是什麼意思？
741,你講慢一點好無？,你可以講慢一點嗎？
742,攏總攏是你啦！,全都是你的錯啦！
743,毋通做彼款代誌。,不要做那種事。
744,無關係，慢慢講。,沒關係，慢慢說。
745,這件代誌無簡單。,這件事不簡單。
746,無關係，慢慢講。,沒關係，慢慢說。
747,我欲去市場買菜。,我要去市場買菜。
748,阮是老朋友矣。,我們是老朋友了。
749,攏總攏是你啦！,全都是你的錯啦！
750,這是你愛的物件無？,這是你喜歡的東西嗎？
751,恁爸有在厝無？,你爸在家嗎？
752,你好啊，最近好無？,你好啊，最近還好嗎？
753,這件代誌交予我。,這件事交給我。
754,這件代誌無簡單。,這件事不簡單。
755,你人真好。,你人真的很好。
756,有咩代誌攏好講。,有什麼事都可以說。
757,攏好攏好，毋免驚。,都好都好，不用怕。
758,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
759,有啥需要攏會曉。,有什麼需要我都知道。
760,我感覺真親切。,我覺得很親切。
761,彼件衫真合你穿。,那件衣服很適合你穿。
762,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
763,有代誌就直直講。,有事就直說吧。
764,今仔日天氣真好。,今天天氣真好。
765,我嘛攏有準備啦。,我也都準備好了啦。
766,這是我的心意。,這是我的一點心意。
767,這攤我請就好。,這頓我請客就好。
768,你講得真有影。,你講得真的有道理。
769,做事要有耐心。,做事要有耐心。
770,彼條路真難行。,那條路真的不好走。
771,彼件衫真合你穿。,那件衣服很適合你穿。
772,毋通做彼款代誌。,不要做那種事。
773,伊攏照顧咱全家。,他照顧我們全家。
774,咱來佇這裡坐一下。,我們在這邊坐一下吧。
775,你欲食啥菜色？,你想吃什麼菜？
776,咱明仔載再聯絡。,我們明天再聯絡吧。
777,攏總攏是你啦！,全都是你的錯啦！
778,咱來佇這裡坐一下。,我們在這邊坐一下吧。
779,這杯咖啡真香。,這杯咖啡真香。
780,這是我的心意。,這是我的一點心意。
781,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
782,歡迎你來阮厝。,歡迎你來我家。
783,咱來討論一下。,我們來討論一下。
784,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
785,這杯咖啡真香。,這杯咖啡真香。
786,伊攏照顧咱全家。,他照顧我們全家。
787,真感謝你幫忙。,真的很謝謝你幫忙。
788,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
789,我欲先轉去了。,我要先回去了。
790,你攏好無？,你一切都還好嗎？
791,免傷心，會過去。,別難過，會過去的。
792,好久無見，想你了。,好久沒見到你，想你了。
793,咱欲去行街無？,我們要去逛街嗎？
794,免驚，有我佇咧。,別怕，有我在。
795,你攏好無？,你一切都還好嗎？
796,這是你愛的物件無？,這是你喜歡的東西嗎？
797,那馬幾點矣？,現在幾點了？
798,攏是天註定的。,都是命中註定的。
799,你講的是對的。,你說的是對的。
800,你是對咧講啥？,你是在說什麼？
801,今仔日天氣真好。,今天天氣真好。
802,伊無閒啦，免叫伊。,他沒空啦，不用叫他。
803,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
804,伊講話真有道理。,他講話真有道理。
805,講慢一點，我會曉。,說慢一點，我會懂。
806,這是好機會。,這是一個好機會。
807,感謝你啦，真欽欽你。,謝謝你，真的很感激你。
808,你感覺如何？,你感覺怎麼樣？
809,有啥需要攏會曉。,有什麼需要我都知道。
810,你講的是對的。,你說的是對的。
811,有啥需要攏會曉。,有什麼需要我都知道。
812,好久無見，想你了。,好久沒見到你，想你了。
813,我陪你去醫院。,我陪你去醫院。
814,好啊，咱就這馬出門。,好啊，我們現在就出門吧。
815,來，咱來切磋一下。,來，我們來交流一下。
816,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
817,這是好機會。,這是一個好機會。
818,講慢一點，我會曉。,說慢一點，我會懂。
819,歡迎你來阮厝。,歡迎你來我家。
820,歡迎你來阮厝。,歡迎你來我家。
821,恁老母身體好無？,你媽媽身體還好嗎？
822,我嘛有同款想法。,我也有一樣的想法。
823,你食飽未？,你吃飽了嗎？
824,我嘛有同款想法。,我也有一樣的想法。
825,伊講話真有道理。,他講話真有道理。
826,你有看著彼齣戲無？,你有看那齣戲嗎？
827,我嘛攏有準備啦。,我也都準備好了啦。
828,咱欲去行街無？,我們要去逛街嗎？
829,咱來討論一下。,我們來討論一下。
830,毋免客氣啦。,不用客氣啦。
831,你好啊，最近好無？,你好啊，最近還好嗎？
832,我攏有聽清楚啦。,我都有聽清楚啦。
833,恁家內攏好無？,你家裡都好嗎？
834,你人真好。,你人真的很好。
835,免客氣啦，攏自己人。,不用客氣啦，大家自己人。
836,你欲佮我作伴去無？,你要跟我一起去嗎？
837,這馬是欲按怎？,現在該怎麼辦？
838,咱欲去行街無？,我們要去逛街嗎？
839,這馬是欲按怎？,現在該怎麼辦？
840,好久無見，想你了。,好久沒見到你，想你了。
841,真歡喜見到你。,很高興見到你。
842,彼條路真難行。,那條路真的不好走。
843,彼條路真難行。,那條路真的不好走。
844,我幫你問問看。,我幫你問看看。
845,下雨天攏無人出門。,下雨天大家都不出門。
846,看情形再講啦。,看情況再說啦。
847,伊攏照顧咱全家。,他照顧我們全家。
848,看你笑嘻嘻，真好。,看你笑得那麼開心，真好。
849,彼件衫真合你穿。,那件衣服很適合你穿。
850,有啥需要攏會曉。,有什麼需要我都知道。
851,你食飽未？,你吃飽了嗎？
852,這件代誌交予我。,這件事交給我。
853,我幫你問問看。,我幫你問看看。
854,我攏有聽清楚啦。,我都有聽清楚啦。
855,你攏好無？,你一切都還好嗎？
856,講話攏真有禮貌。,講話都很有禮貌。
857,你講慢一點好無？,你可以講慢一點嗎？
858,有啥需要攏會曉。,有什麼需要我都知道。
